Color;Comment;Document group;Document name;Code;Beginning;End;Weight score;Segment;Modified by;Modified;Created by;Created;Area;Coverage %
●;Statement;;conversation_13_annotatable;Offer – direct (agent);3;4;0;"feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kCME2_VM37IKlDeLX] [conversation.participant=agent]";Anna_;27.07.25 18:36:48;Anna_;17.07.25 20:41:04;193;1,49
●;Statement;;conversation_12_annotatable;Offer – direct (agent);3;4;0;"feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W4j578tQHJFD5t1rP] [conversation.participant=agent]";Anna_;27.07.25 18:36:45;Anna_;17.07.25 20:43:27;193;1,74
●;Statement;;conversation_11_annotatable;Offer – direct (agent);3;4;0;"feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96KOyXn3GVIsV1sSNe] [conversation.participant=agent]";Anna_;27.07.25 18:36:43;Anna_;17.07.25 20:45:14;193;2,83
●;Statement;;conversation_10_annotatable;Offer – direct (agent);1;2;0;"feel free to ask questions. Just to remind you, your goal today is to interact with our chatbot and ask questions about the history, science, and techniques associated with a specific step. Whenever you feel ready, feel free to start!
[conversation_id=wwwfod2dos] [conversation.id=-NAj273Wof32CXUOgnkH] [conversation.participant=agent]";Anna_;27.07.25 18:36:38;Anna_;17.07.25 20:46:35;335;2,67
●;Statement;;conversation_9_annotatable;Offer – direct (agent);3;4;0;"feel free to ask questions. Just to remind you, your goal today is to interact with our chatbot and ask questions about the history, science, and techniques associated with a specific step. Whenever you feel ready, feel free to start!
[conversation_id=qk8kmns74p] [conversation.id=-NAix6JsrC8Tpp9DgJzP] [conversation.participant=agent]";Anna_;27.07.25 18:36:35;Anna_;17.07.25 20:49:33;335;5,04
●;Statement;;conversation_7_annotatable;Offer – direct (agent);1;2;0;"feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=55b3120cfdf99b6ef6263a71] [conversation.id=-N4D_irSwV_XgOMzKe9D] [conversation.participant=agent]";Anna_;27.07.25 18:36:32;Anna_;17.07.25 20:53:42;193;1,60
●;Statement;;conversation_6_annotatable;Offer – direct (agent);11;12;0;"and once you are ready we can start cooking.
[conversation_id=5c8d1bee1bb19f00019d519e] [conversation.id=-N4YS8dhNvyTDaEFWyCc] [conversation.participant=agent]";Anna_;27.07.25 18:52:01;Anna_;27.07.25 18:51:54;159;1,35
●;Statement;;conversation_5_annotatable;Offer – direct (agent);1;2;0;"feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=mmhHDA6eue] [conversation.id=-NBGmcMezEAYPYlyQkYI] [conversation.participant=agent]";Anna_;27.07.25 18:36:29;Anna_;17.07.25 20:58:13;179;2,92
●;Statement;;conversation_4_annotatable;Offer – direct (agent);1;2;0;"feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=coe2XtNapn] [conversation.id=-NBX7dE7MCsOXBRDHs-P] [conversation.participant=agent]";Anna_;27.07.25 18:36:25;Anna_;17.07.25 21:01:26;180;1,75
●;Statement;;conversation_3_annotatable;Offer – direct (agent);1;3;0;"feel free to ask questions. If you are ready to start cooking simply say start
.
[conversation_id=77x3diEC4B] [conversation.id=-NBXU3qaGoIT7SdggmEb] [conversation.participant=agent]";Anna_;27.07.25 18:36:09;Anna_;17.07.25 21:03:20;181;5,01
●;Statement;;conversation_2_annotatable;Offer – direct (agent);1;2;0;"feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=h8x8QLzyCx] [conversation.id=-NBfyYtG0TQl6bfM_0Yf] [conversation.participant=agent]";Anna_;27.07.25 18:36:04;Anna_;17.07.25 21:04:10;180;2,53
●;Statement;;conversation_2_annotatable;Offer – direct (agent);7;8;0;"Feel free to ask any questions you have.
[conversation_id=h8x8QLzyCx] [conversation.id=-NBfzIlMGtQ9f4jAihaC] [conversation.participant=agent]";Anna_;27.07.25 18:36:07;User2;12.07.25 17:37:56;141;1,98
●;Statement;;conversation_1_annotatable;Offer – direct (agent);1;2;0;"feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=tcYis3RLgY] [conversation.id=-NBSFNHXZAgWRvRJh10v] [conversation.participant=agent]";Anna_;27.07.25 18:36:01;Anna_;17.07.25 21:05:23;180;1,12
●;Statement;;conversation_0_annotatable;Offer – direct (agent);3;4;0;"feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=bKBDfgUAa3] [conversation.id=-NBIMrw2XCEN3v9PbqkA] [conversation.participant=agent]";Anna_;27.07.25 18:35:58;Anna_;17.07.25 21:08:10;180;3,55
●;;;conversation_29_annotatable;Offer – indirect (agent);11;12;0;"Do you have any questions about the ingredients?
[conversation_id=7460a2a0] [conversation.id=-NKgqRMr4c0wEyyWzxRm] [conversation.participant=agent]";Anna_;01.08.25 16:17:08;Anna_;01.08.25 16:17:08;147;1,08
●;;;conversation_29_annotatable;Offer – indirect (agent);15;16;0;"Let me see what I can find
[conversation_id=7460a2a0] [conversation.id=-NKgqmPmvAtv-2aMvJpj] [conversation.participant=agent]";Anna_;27.07.25 17:46:13;Anna_;27.07.25 17:46:13;125;0,92
●;;;conversation_29_annotatable;Offer – indirect (agent);33;34;0;"Would you like to go to the next step?
[conversation_id=7460a2a0] [conversation.id=-NKgrprGucbPBwBceTPF] [conversation.participant=agent]";Anna_;28.07.25 17:01:31;Anna_;28.07.25 17:01:31;137;1,00
●;;;conversation_29_annotatable;Offer – indirect (agent);128;129;0;"Let me show you a picture of this step
[conversation_id=7460a2a0] [conversation.id=-NKh-lcCYkwF6rDyKdwA] [conversation.participant=agent]";Anna_;27.07.25 17:45:53;Anna_;27.07.25 17:45:53;137;1,00
●;;;conversation_28_annotatable;Offer – indirect (agent);9;10;0;"Do you have any questions about the required ingredients or do you already have all you need?
[conversation_id=68942e2a] [conversation.id=-NKcsNEPmKY1OClhgI-f] [conversation.participant=agent]";Anna_;01.08.25 16:14:25;Anna_;01.08.25 16:14:25;192;1,58
●;;;conversation_28_annotatable;Offer – indirect (agent);13;14;0;"Let me see what I can find
[conversation_id=68942e2a] [conversation.id=-NKcsnlgtD7EYRFLssCz] [conversation.participant=agent]";Anna_;27.07.25 17:46:49;Anna_;27.07.25 17:46:49;125;1,03
●;;;conversation_28_annotatable;Offer – indirect (agent);23;24;0;"Let me show you the first step.
[conversation_id=68942e2a] [conversation.id=-NKcu0DBmpgRzWX2t2Lm] [conversation.participant=agent]";Anna_;27.07.25 17:46:34;Anna_;27.07.25 17:46:34;130;1,07
●;;;conversation_28_annotatable;Offer – indirect (agent);34;35;0;"Let me show it to you.
[conversation_id=68942e2a] [conversation.id=-NKcuQUCUYjm7Y6Wmadm] [conversation.participant=agent]";Anna_;27.07.25 17:46:25;Anna_;27.07.25 17:46:25;121;0,99
●;;;conversation_28_annotatable;Offer – indirect (agent);76;77;0;"do you have any questions?
[conversation_id=68942e2a] [conversation.id=-NKcwtee1J2GVCVuDqz3] [conversation.participant=agent]";Anna_;01.08.25 16:15:27;Anna_;01.08.25 16:15:27;125;1,03
●;;;conversation_28_annotatable;Offer – indirect (agent);80;81;0;"Let's go to the next step
[conversation_id=68942e2a] [conversation.id=-NKcxJIwEI6ODLWifwy7] [conversation.participant=agent]";Anna_;27.07.25 18:15:12;Anna_;27.07.25 18:15:12;124;1,02
●;;;conversation_28_annotatable;Offer – indirect (agent);87;88;0;"Let me see what I can find
[conversation_id=68942e2a] [conversation.id=-NKcxVhtI64c-J2E3m1p] [conversation.participant=agent]";Anna_;27.07.25 17:47:09;Anna_;27.07.25 17:47:09;125;1,03
●;;;conversation_28_annotatable;Offer – indirect (agent);122;123;0;"Let me see what I can find
[conversation_id=68942e2a] [conversation.id=-NKczXavSYEStHriWOZl] [conversation.participant=agent]";Anna_;27.07.25 17:47:20;Anna_;27.07.25 17:47:20;125;1,03
●;;;conversation_28_annotatable;Offer – indirect (agent);128;129;0;"Let me see if I can find how to make buttermilk from normal milk.
[conversation_id=68942e2a] [conversation.id=-NKd-0yIQHvl6hSbahg_] [conversation.participant=agent]";Anna_;27.07.25 17:47:30;Anna_;27.07.25 17:47:30;164;1,35
●;;;conversation_27_annotatable;Offer – indirect (agent);11;12;0;"Do you have any questions about the tools or ingredients required to make pesto?
[conversation_id=2b71cb60] [conversation.id=-NKcd14mqW3ykZR_3PDE] [conversation.participant=agent]";Anna_;01.08.25 16:13:03;Anna_;01.08.25 16:13:03;179;2,51
●;;;conversation_27_annotatable;Offer – indirect (agent);55;56;0;"do you have any questions?
[conversation_id=2b71cb60] [conversation.id=-NKcern5z1Qnkfu0KM7I] [conversation.participant=agent]";Anna_;01.08.25 16:13:47;Anna_;01.08.25 16:13:47;125;1,75
●;;;conversation_27_annotatable;Offer – indirect (agent);59;60;0;"Let's go to the next step
[conversation_id=2b71cb60] [conversation.id=-NKceyeyi3uMsyjhrbe9] [conversation.participant=agent]";Anna_;27.07.25 18:16:21;Anna_;27.07.25 18:16:21;124;1,74
●;;;conversation_26_annotatable;Offer – indirect (agent);7;8;0;"Do you have any question about the ingredients?
[conversation_id=pC0jYVl] [conversation.id=-NKIvSK8NrrGExfhNKze] [conversation.participant=agent]";Anna_;01.08.25 16:11:54;Anna_;01.08.25 16:11:54;145;2,18
●;;;conversation_26_annotatable;Offer – indirect (agent);21;22;0;"Do you have any other questions about the ingredients, or would you like to go to the next step?
[conversation_id=pC0jYVl] [conversation.id=-NKIxZRPcHeV629VYjet] [conversation.participant=agent]";Anna_;01.08.25 16:11:37;Anna_;01.08.25 16:11:37;194;2,91
●;;;conversation_25_annotatable;Offer – indirect (agent);9;10;0;"How can I help you? Do you have any questions about the ingredients?
[conversation_id=sVzhG] [conversation.id=-NJiqy0LZlk-mUGzhB_d] [conversation.participant=agent]";Anna_;17.07.25 18:21:10;Anna_;17.07.25 18:21:10;164;1,64
●;;;conversation_25_annotatable;Offer – indirect (agent);21;22;0;"Let me show you the first step.
[conversation_id=sVzhG] [conversation.id=-NJisOdcuKTYPkv4V2Su] [conversation.participant=agent]";Anna_;27.07.25 17:47:56;Anna_;27.07.25 17:47:56;127;1,27
●;;;conversation_24_annotatable;Offer – indirect (agent);7;8;0;"How can I help you?
[conversation_id=nRHLDUQ] [conversation.id=-NH4oHYtlVtjh5Xm83VL] [conversation.participant=agent]";Anna_;17.07.25 18:07:25;Anna_;17.07.25 18:07:25;117;1,19
●;Delay;;conversation_24_annotatable;Offer – indirect (agent);22;23;0;"Let me see...
[conversation_id=nRHLDUQ] [conversation.id=-NH4p1J7zrCS3JyhKO1z] [conversation.participant=agent]";Anna_;27.07.25 17:49:23;Anna_;27.07.25 17:48:13;111;1,13
●;;;conversation_24_annotatable;Offer – indirect (agent);39;40;0;"Let me tell you
[conversation_id=nRHLDUQ] [conversation.id=-NH4qgEWKfnct_myK4Vc] [conversation.participant=agent]";Anna_;27.07.25 17:48:24;Anna_;27.07.25 17:48:24;113;1,15
●;;;conversation_23_annotatable;Offer – indirect (agent);7;8;0;"How can I help you?
[conversation_id=Fxikuau] [conversation.id=-NH4eSMpSe93cVEwGuG3] [conversation.participant=agent]";Anna_;17.07.25 17:50:24;Anna_;17.07.25 17:50:24;117;1,73
●;Delay;;conversation_23_annotatable;Offer – indirect (agent);67;68;0;"Let me see...
[conversation_id=Fxikuau] [conversation.id=-NH4jjEhFKjqKvM_017X] [conversation.participant=agent]";Anna_;27.07.25 17:49:12;Anna_;27.07.25 17:48:35;111;1,64
●;;;conversation_22_annotatable;Offer – indirect (agent);7;8;0;"How can I help you?
[conversation_id=KlOmIXe] [conversation.id=-NH4SYXj4ldN6oFBzUyK] [conversation.participant=agent]";Anna_;17.07.25 17:46:55;Anna_;17.07.25 17:46:55;117;1,34
●;Delay;;conversation_22_annotatable;Offer – indirect (agent);15;16;0;"Let me see...
[conversation_id=KlOmIXe] [conversation.id=-NH4T6HpUjylyoyja8zf] [conversation.participant=agent]";Anna_;27.07.25 17:49:05;Anna_;27.07.25 17:48:48;111;1,27
●;;;conversation_22_annotatable;Offer – indirect (agent);31;32;0;"Let me tell you
[conversation_id=KlOmIXe] [conversation.id=-NH4UBEpwYBjGYrCA6DV] [conversation.participant=agent]";Anna_;27.07.25 17:50:04;Anna_;27.07.25 17:50:04;113;1,29
●;;;conversation_21_annotatable;Offer – indirect (agent);7;8;0;"How can I help you?
[conversation_id=EioCaKa] [conversation.id=-NGzqPRrLc3joIECtRDP] [conversation.participant=agent]";Anna_;17.07.25 17:21:12;Anna_;17.07.25 17:21:12;117;0,55
●;;;conversation_21_annotatable;Offer – indirect (agent);21;22;0;"What else can I do for you?
[conversation_id=EioCaKa] [conversation.id=-NGzt172egCvRCvUwpza] [conversation.participant=agent]";Anna_;17.07.25 17:23:40;Anna_;17.07.25 17:23:40;125;0,59
●;Delay;;conversation_21_annotatable;Offer – indirect (agent);42;43;0;"Let me see...
[conversation_id=EioCaKa] [conversation.id=-NGzu1dzit4-PafnK1bp] [conversation.participant=agent]";Anna_;27.07.25 17:50:16;Anna_;27.07.25 17:50:13;111;0,52
●;;;conversation_20_annotatable;Offer – indirect (agent);5;6;0;"How can I help you?
[conversation_id=xMKcudn] [conversation.id=-NGgEFieAQEYKuBusdX_] [conversation.participant=agent]";Anna_;17.07.25 16:59:57;Anna_;17.07.25 16:59:57;117;0,66
●;;;conversation_20_annotatable;Offer – indirect (agent);14;15;0;"Let me see...
[conversation_id=xMKcudn] [conversation.id=-NGgEp42-OgBbRAdmVFG] [conversation.participant=agent]";Anna_;27.07.25 18:03:01;Anna_;27.07.25 18:03:01;111;0,63
●;;;conversation_20_annotatable;Offer – indirect (agent);24;25;0;"Let me tell you
[conversation_id=xMKcudn] [conversation.id=-NGgFIFG1oy1g6zIjxy9] [conversation.participant=agent]";Anna_;27.07.25 17:50:38;Anna_;27.07.25 17:50:38;113;0,64
●;Delay;;conversation_20_annotatable;Offer – indirect (agent);80;81;0;"Let me see...
[conversation_id=xMKcudn] [conversation.id=-NGgK9EsPvqWXBgtet9s] [conversation.participant=agent]";Anna_;27.07.25 17:50:59;Anna_;27.07.25 17:50:55;111;0,63
●;Delay;;conversation_20_annotatable;Offer – indirect (agent);100;101;0;"Let me see...
[conversation_id=xMKcudn] [conversation.id=-NGgKtbg970bSsK8uE5S] [conversation.participant=agent]";Anna_;27.07.25 17:51:11;Anna_;27.07.25 17:51:08;111;0,63
●;Delay;;conversation_20_annotatable;Offer – indirect (agent);218;219;0;"Let me see...
[conversation_id=xMKcudn] [conversation.id=-NGgNnl2XelsTZXRCTtI] [conversation.participant=agent]";Anna_;27.07.25 17:51:27;Anna_;27.07.25 17:51:22;111;0,63
●;;;conversation_19_annotatable;Offer – indirect (agent);5;6;0;"What can I do for you?
[conversation_id=PPmiUbC] [conversation.id=-NGWw4WGdJIUwfaLDgl9] [conversation.participant=agent]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 13:07:21;120;1,11
●;Delay;;conversation_19_annotatable;Offer – indirect (agent);9;10;0;"Let me see...
[conversation_id=PPmiUbC] [conversation.id=-NGWwNUsK0pDIA0tmBtj] [conversation.participant=agent]";Anna_;27.07.25 17:51:42;Anna_;27.07.25 17:51:39;111;1,03
●;Delay;;conversation_19_annotatable;Offer – indirect (agent);17;18;0;"Give me a moment
[conversation_id=PPmiUbC] [conversation.id=-NGWx2H3asl552B34BBP] [conversation.participant=agent]";Anna_;27.07.25 19:28:33;Anna_;27.07.25 18:02:53;114;1,06
●;Delay;;conversation_19_annotatable;Offer – indirect (agent);32;33;0;"Let me see...
[conversation_id=PPmiUbC] [conversation.id=-NGWyH-iGMwCqpgbUY1b] [conversation.participant=agent]";Anna_;27.07.25 17:51:57;Anna_;27.07.25 17:51:54;111;1,03
●;Delay;;conversation_19_annotatable;Offer – indirect (agent);55;56;0;"Let me see...
[conversation_id=PPmiUbC] [conversation.id=-NGWznxnojUK_kU294Xq] [conversation.participant=agent]";Anna_;27.07.25 17:52:11;Anna_;27.07.25 17:52:09;111;1,03
●;Delay;;conversation_19_annotatable;Offer – indirect (agent);83;84;0;"Let me see...
[conversation_id=PPmiUbC] [conversation.id=-NGX2CLS4cn5o8owynyT] [conversation.participant=agent]";Anna_;27.07.25 17:52:24;Anna_;27.07.25 17:52:20;111;1,03
●;;;conversation_18_annotatable;Offer – indirect (agent);5;6;0;"How can I help you?
[conversation_id=LFiNVaQ] [conversation.id=-NGLeypGge9d_17h26x6] [conversation.participant=agent]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:51:27;117;1,22
●;Delay;;conversation_18_annotatable;Offer – indirect (agent);9;10;0;"Let me see...
[conversation_id=LFiNVaQ] [conversation.id=-NGLf8IVJIgMXlDem3pT] [conversation.participant=agent]";Anna_;27.07.25 17:52:40;Anna_;27.07.25 17:52:37;111;1,16
●;Delay;;conversation_18_annotatable;Offer – indirect (agent);21;22;0;"Let me see...
[conversation_id=LFiNVaQ] [conversation.id=-NGLgGZxP_E6Z9zqs1mW] [conversation.participant=agent]";Anna_;27.07.25 17:52:52;Anna_;27.07.25 17:52:49;111;1,16
●;Delay;;conversation_18_annotatable;Offer – indirect (agent);33;34;0;"Let me see...
[conversation_id=LFiNVaQ] [conversation.id=-NGLhfJoMBw8JO0hnY3s] [conversation.participant=agent]";Anna_;27.07.25 17:53:07;Anna_;27.07.25 17:53:03;111;1,16
●;;;conversation_18_annotatable;Offer – indirect (agent);43;44;0;"If you want to proceed to the first step, let me know.
[conversation_id=LFiNVaQ] [conversation.id=-NGLjKmOXfWQOD8ApzA1] [conversation.participant=agent]";Anna_;27.07.25 17:53:20;Anna_;27.07.25 17:53:20;152;1,58
●;Delay;;conversation_18_annotatable;Offer – indirect (agent);88;89;0;"Let me see...
[conversation_id=LFiNVaQ] [conversation.id=-NGLlBVoLbD6dqCSKOFD] [conversation.participant=agent]";Anna_;27.07.25 17:53:36;Anna_;27.07.25 17:53:31;111;1,16
●;;;conversation_18_annotatable;Offer – indirect (agent);101;102;0;"Let me tell you
[conversation_id=LFiNVaQ] [conversation.id=-NGLmGFoqnGHWJExD0pQ] [conversation.participant=agent]";Anna_;27.07.25 17:53:47;Anna_;27.07.25 17:53:47;113;1,18
●;;;conversation_17_annotatable;Offer – indirect (agent);109;110;0;"Let me see what I can find
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdLVdEtR_eG8nKsUNl] [conversation.participant=agent]";Anna_;27.07.25 17:54:06;Anna_;27.07.25 17:54:06;141;1,28
●;;;conversation_15_annotatable;Offer – indirect (agent);25;26;0;"Let me see what I can find
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YJ9XNcJgmcDUaeMwh] [conversation.participant=agent]";Anna_;27.07.25 17:54:19;Anna_;27.07.25 17:54:19;141;1,06
●;;;conversation_15_annotatable;Offer – indirect (agent);33;34;0;"Let me see what I can find :)
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YKDq5Ny2apheBb8-o] [conversation.participant=agent]";Anna_;27.07.25 17:54:26;Anna_;27.07.25 17:54:26;144;1,08
●;;;conversation_13_annotatable;Offer – indirect (agent);18;19;0;"Let me see what I can find
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kD1os862rQHrKkEUB] [conversation.participant=agent]";Anna_;27.07.25 17:54:47;Anna_;27.07.25 17:54:47;141;1,09
●;;;conversation_13_annotatable;Offer – indirect (agent);34;35;0;"Let me see what I can find
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kE9pzt4Ju38hf7KgW] [conversation.participant=agent]";Anna_;27.07.25 17:54:58;Anna_;27.07.25 17:54:58;141;1,09
●;;;conversation_12_annotatable;Offer – indirect (agent);33;34;0;"Let me see what I can find :)
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W6RWPDeVZLM_MnuBj] [conversation.participant=agent]";Anna_;27.07.25 17:55:11;Anna_;27.07.25 17:55:11;144;1,30
●;;;conversation_11_annotatable;Offer – indirect (agent);49;50;0;"Let me see what I can find :)
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96MVnK9CI5LoHVfT2u] [conversation.participant=agent]";Anna_;27.07.25 17:55:25;Anna_;27.07.25 17:55:25;144;2,11
●;;;conversation_10_annotatable;Offer – indirect (agent);101;102;0;"Do you have any other questions on this step?
[conversation_id=wwwfod2dos] [conversation.id=-NAjA6mLUKxhduswwlpX] [conversation.participant=agent]";Anna_;01.08.25 15:01:06;Anna_;01.08.25 15:01:06;146;1,16
●;;;conversation_9_annotatable;Offer – indirect (agent);9;10;0;"Let me see what I can find
[conversation_id=qk8kmns74p] [conversation.id=-NAixQ1MeejguZuNjhBD] [conversation.participant=agent]";Anna_;27.07.25 17:55:36;Anna_;27.07.25 17:55:36;127;1,91
●;;;conversation_9_annotatable;Offer – indirect (agent);40;41;0;"Let me see what I can find
[conversation_id=qk8kmns74p] [conversation.id=-NAiywomyjnxhCEPfBbs] [conversation.participant=agent]";Anna_;27.07.25 17:55:45;Anna_;27.07.25 17:55:45;127;1,91
●;;;conversation_8_annotatable;Offer – indirect (agent);19;20;0;"Let me see what I can find
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJvJJUqgUR2HloER-A] [conversation.participant=agent]";Anna_;27.07.25 17:55:55;Anna_;27.07.25 17:55:55;141;1,11
●;;;conversation_5_annotatable;Offer – indirect (agent);23;24;0;"Let me see...
[conversation_id=mmhHDA6eue] [conversation.id=-NBGo8C6byqS_8smZsth] [conversation.participant=agent]";Anna_;27.07.25 17:56:24;Anna_;27.07.25 17:56:24;114;1,86
●;;;conversation_5_annotatable;Offer – indirect (agent);27;28;0;"Was it helpful?
[conversation_id=mmhHDA6eue] [conversation.id=-NBGolNp2hFKYA0n6NiU] [conversation.participant=agent]";Anna_;01.08.25 16:25:23;Anna_;01.08.25 16:25:23;116;1,89
●;Delay;;conversation_5_annotatable;Offer – indirect (agent);67;68;0;"Let me see...
[conversation_id=mmhHDA6eue] [conversation.id=-NBGrkvVPCp6ZlRJR43f] [conversation.participant=agent]";Anna_;27.07.25 17:56:14;Anna_;27.07.25 17:56:07;114;1,86
●;Delay;;conversation_4_annotatable;Offer – indirect (agent);12;13;0;"Let me see...
[conversation_id=coe2XtNapn] [conversation.id=-NBX8EVybcLazhn4Mwcl] [conversation.participant=agent]";Anna_;27.07.25 17:57:20;Anna_;27.07.25 17:57:16;114;1,11
●;;;conversation_4_annotatable;Offer – indirect (agent);44;45;0;"Give me a moment
[conversation_id=coe2XtNapn] [conversation.id=-NBX9INUbdyeOgJMen6h] [conversation.participant=agent]";Anna_;27.07.25 18:02:43;Anna_;27.07.25 18:02:43;117;1,14
●;Delay;;conversation_4_annotatable;Offer – indirect (agent);52;53;0;"Let me see...
[conversation_id=coe2XtNapn] [conversation.id=-NBX9maSik5Er2m1cyRH] [conversation.participant=agent]";Anna_;27.07.25 17:57:06;Anna_;27.07.25 17:56:51;114;1,11
●;Delay;;conversation_4_annotatable;Offer – indirect (agent);88;89;0;"Let me see...
[conversation_id=coe2XtNapn] [conversation.id=-NBXBjG6u6-Z2EJZoKDF] [conversation.participant=agent]";Anna_;27.07.25 17:56:39;Anna_;27.07.25 17:56:35;114;1,11
●;Delay;;conversation_3_annotatable;Offer – indirect (agent);19;20;0;"Let me see...
[conversation_id=77x3diEC4B] [conversation.id=-NBXUkk1Qw0EKEqgkBKP] [conversation.participant=agent]";Anna_;27.07.25 17:57:40;Anna_;27.07.25 17:57:36;114;3,16
●;Delay;;conversation_2_annotatable;Offer – indirect (agent);16;17;0;"Let me see...
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg-VGGSVRlaiJaFnhy] [conversation.participant=agent]";Anna_;27.07.25 17:58:42;Anna_;27.07.25 17:58:38;114;1,60
●;;;conversation_2_annotatable;Offer – indirect (agent);29;30;0;"Let me tell you
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg1sJLWoW5YShf3zoH] [conversation.participant=agent]";Anna_;27.07.25 17:58:29;Anna_;27.07.25 17:58:29;116;1,63
●;Delay;;conversation_2_annotatable;Offer – indirect (agent);45;46;0;"Let me see...
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg531gn11JHv2xYePb] [conversation.participant=agent]";Anna_;27.07.25 17:58:20;Anna_;27.07.25 17:58:17;114;1,60
●;Delay;;conversation_2_annotatable;Offer – indirect (agent);56;57;0;"Let me see...
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg6MRAlC7V29VPSaiy] [conversation.participant=agent]";Anna_;27.07.25 17:57:52;Anna_;27.07.25 17:57:49;114;1,60
●;Delay;;conversation_2_annotatable;Offer – indirect (agent);70;71;0;"Let me see...
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg8fqCMAvUcbGxHFf7] [conversation.participant=agent]";Anna_;27.07.25 17:58:07;Anna_;27.07.25 17:58:03;114;1,60
●;;;conversation_1_annotatable;Offer – indirect (agent);7;8;0;"Let me tell you
[conversation_id=tcYis3RLgY] [conversation.id=-NBSFfkkLet5BAqTbQJC] [conversation.participant=agent]";Anna_;27.07.25 17:59:17;Anna_;27.07.25 17:59:17;116;0,72
●;Delay;;conversation_1_annotatable;Offer – indirect (agent);120;121;0;"Let me see...
[conversation_id=tcYis3RLgY] [conversation.id=-NBSR47W3NVoPk5Wl_L5] [conversation.participant=agent]";Anna_;27.07.25 17:59:07;Anna_;27.07.25 17:59:02;114;0,71
●;Delay;;conversation_1_annotatable;Offer – indirect (agent);130;131;0;"Let me see...
[conversation_id=tcYis3RLgY] [conversation.id=-NBSRd-AIGxxpfyLck7M] [conversation.participant=agent]";Anna_;27.07.25 17:59:30;Anna_;27.07.25 17:59:26;114;0,71
●;;;conversation_1_annotatable;Offer – indirect (agent);173;174;0;"Give me a moment
[conversation_id=tcYis3RLgY] [conversation.id=-NBSSpjspUV4wvfVMo65] [conversation.participant=agent]";Anna_;27.07.25 18:02:30;Anna_;27.07.25 18:02:30;117;0,73
●;Delay;;conversation_0_annotatable;Offer – indirect (agent);13;14;0;"Let me see...
[conversation_id=bKBDfgUAa3] [conversation.id=-NBINoKVtDMYsA2W8UFN] [conversation.participant=agent]";Anna_;27.07.25 17:59:44;Anna_;27.07.25 17:59:41;114;2,25
●;Delay;;conversation_0_annotatable;Offer – indirect (agent);34;35;0;"Give me a moment...
[conversation_id=bKBDfgUAa3] [conversation.id=-NBIOpXXTT7GqjXgQp79] [conversation.participant=agent]";Anna_;27.07.25 18:01:46;Anna_;27.07.25 18:01:43;120;2,37
●;;;conversation_22_annotatable;Politeness marker please (agent);11;12;0;"pleas say ""next"".
[conversation_id=KlOmIXe] [conversation.id=-NH4Sv9LOIyVv1agAvpm] [conversation.participant=agent]";Anna_;27.07.25 19:42:13;Anna_;27.07.25 19:42:13;115;1,32
●;;;conversation_21_annotatable;Politeness marker please (agent);188;189;0;"Please don't open the chat in multiple tabs
[conversation_id=EioCaKa] [conversation.id=-NH-1cOwN36IsXE_C1ID] [conversation.participant=agent]";Anna_;24.07.25 16:46:11;Anna_;24.07.25 16:46:11;141;0,66
●;;;conversation_29_annotatable;Politeness marker please (user);19;20;0;"please?
[conversation_id=7460a2a0] [conversation.id=-NKgrHhDsIlM2BePjxPs] [conversation.participant=user]";Anna_;24.07.25 16:48:03;Anna_;24.07.25 16:48:03;105;0,77
●;;;conversation_29_annotatable;Politeness marker please (user);44;45;0;"please tell me the history of the souffle recipe?
[conversation_id=7460a2a0] [conversation.id=-NKgsSHpYEKbPNNLNa86] [conversation.participant=user]";Anna_;24.07.25 16:48:15;Anna_;24.07.25 16:48:15;147;1,08
